DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,27.5,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,43,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,35.599998,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,31.5,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,23,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,27.200001,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,14.1,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,11.4,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,12.8,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,26.5,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,26.1,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,26.4,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,15,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,15.5,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,15.3,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,33.099998,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,38,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,35.599998,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,66.599998,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,64.900002,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDG: Madagascar,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,65.699997,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2016,30.799999,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2016,25.200001,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2016,28,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2016,18.4,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2016,16.700001,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2016,17.4,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2016,21.299999,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2016,23.1,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2016,22.200001,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2016,12.9,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2016,15.3,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2016,14,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2016,7.8872399,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2016,8.0389347,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2016,7.964612,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2016,36.396931,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2016,22.920891,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MWI: Malawi,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2016,28.92725,,PCNT: %,,,,,,,,DHS 2015-16,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2017,85.5,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2017,82,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2017,83.699997,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2017,41,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2017,28.299999,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2017,34.900002,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2017,3.830708,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2017,4.1142192,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2017,3.9809189,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2017,22.879511,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2017,27.46151,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MDV: Maldives,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2017,25.07354,,PCNT: %,,,,,,,,DHS 2016-17,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,90.599998,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,88.599998,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,89.5,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,70.300003,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,65.699997,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,68,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,89.699997,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,87.400002,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,88.599998,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2018,60.400002,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2018,55.900002,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2018,58.200001,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,5.4000001,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,6.5,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,6,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,23.799999,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,26,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MEX: Mexico,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,24.9,,PCNT: %,,,,,,,,ENIGH 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2022,74.907165,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2022,74.078622,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2022,74.488569,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2022,54.933235,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2022,52.061491,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2022,53.385538,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2022,69.697806,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2022,66.488553,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2022,67.928842,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,F: Female,2022,43.567713,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,M: Male,2022,41.588816,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_CR_L3: Completion rate for youth of upper secondary education school age,_T: Total,2022,42.388599,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2022,14.289943,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2022,9.2215837,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2022,11.698112,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2022,32.392264,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2022,26.35344,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,UNICEF_MENA: Middle East and North Africa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2022,29.404486,,PCNT: %,,,,,,,,UNICEF Global Database,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,94.300003,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,91.900002,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,93,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,91,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,82.400002,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,86.5,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,2018,3.3,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,2018,5.3000002,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,2018,4.4000001,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,2018,5.4000001,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,2018,15.4,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNG: Mongolia,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,2018,10.6,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,2018,95.85968,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,2018,91.002586,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,2018,93.219353,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,2018,89.403976,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,2018,85.338814,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,2018,87.369423,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,2018,96.706291,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,2018,92.71048,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,MNE: Montenegro,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,2018,94.674019,,PCNT: %,,,,,,,,MICS 2018,,,,,,_T: Total
